Latitude,Longitude
-82.30705761616889,29.529678164371486
-82.30705761616889,29.529678164371486
-82.30705761616889,29.52962928867877
-82.30705761616889,29.529580412986054
-82.30705761616889,29.529531537293334
-82.30705761616889,29.529482661600618
-82.30705761616889,29.5294337859079
-82.30705761616889,29.5294337859079
-82.30705617506493,29.529419154133752
-82.30705190713384,29.529405084650474
-82.30704497638982,29.529392118140425
-82.30703564917748,29.529380752899314
-82.30702428393637,29.52937142568698
-82.30701131742632,29.529364494942964
-82.30699724794304,29.52936022701187
-82.3069826161689,29.529358785907903
-82.30696798439475,29.52936022701187
-82.30695391491147,29.529364494942964
-82.30694094840142,29.52937142568698
-82.30692958316031,29.529380752899314
-82.30692025594797,29.529392118140425
-82.30691332520395,29.529405084650474
-82.30690905727286,29.529419154133752
-82.30690761616889,29.5294337859079
-82.30690761616889,29.529577413733122
-82.30690761616889,29.529721041558346
-82.30690761616889,29.529864669383567
-82.30690761616889,29.53000829720879
-82.30690761616889,29.529932772510556
-82.30690761616889,29.529932772510556
-82.30690617506492,29.529947404284705
-82.30690190713383,29.529961473767983
-82.30689497638981,29.529974440278032
-82.30688564917747,29.529985805519143
-82.30687428393637,29.52999513273148
-82.30686131742631,29.530002063475493
-82.30684724794304,29.530006331406586
-82.30683261616889,29.530007772510555
-82.30681798439474,29.530006331406586
-82.30680391491147,29.530002063475493
-82.30679094840141,29.52999513273148
-82.3067795831603,29.529985805519143
-82.30677025594797,29.529974440278032
-82.30676332520395,29.529961473767983
-82.30675905727286,29.529947404284705
-82.30675761616888,29.530187380649625
-82.30675761616888,29.529932772510556
-82.30675761616888,29.529694392552827
-82.30675761616888,29.529456012595098
-82.30675761616888,29.529217632637373
-82.30675761616888,29.528979252679644
-82.30675761616888,29.528995480860985
-82.30675761616888,29.528995480860985
-82.30675617506492,29.528980849086835
-82.30675190713383,29.528966779603557
-82.30674497638981,29.52895381309351
-82.30673564917747,29.528942447852398
-82.30672428393636,29.528933120640062
-82.3067113174263,29.528926189896048
-82.30669724794303,29.528921921964955
-82.30668261616889,29.528920480860986
-82.30666798439474,29.528921921964955
-82.30665391491146,29.528926189896048
-82.30664094840141,29.528933120640062
-82.3066295831603,29.528942447852398
-82.30662025594796,29.52895381309351
-82.30661332520394,29.528966779603557
-82.30660905727285,29.528980849086835
-82.30660761616888,29.52877632833753
-82.30660761616888,29.528995480860985
-82.30660761616888,29.52932861295122
-82.30660761616888,29.52966174504145
-82.30660761616888,29.52999487713169
-82.30660761616888,29.530328009221922
-82.30660761616888,29.5304419887887
-82.30660761616888,29.5304419887887
-82.30660617506491,29.53045662056285
-82.30660190713382,29.530470690046126
-82.3065949763898,29.530483656556175
-82.30658564917746,29.530495021797286
-82.30657428393636,29.53050434900962
-82.3065613174263,29.530511279753636
-82.30654724794303,29.53051554768473
-82.30653261616888,29.530516988788698
-82.30651798439473,29.53051554768473
-82.30650391491146,29.530511279753636
-82.3064909484014,29.53050434900962
-82.3064795831603,29.530495021797286
-82.30647025594796,29.530483656556175
-82.30646332520394,29.530470690046126
-82.30645905727285,29.53045662056285
-82.30645761616887,29.530766954311748
-82.30645761616887,29.5304419887887
-82.30645761616887,29.530000033089163
-82.30645761616887,29.529558077389627
-82.30645761616887,29.529116121690095
-82.30645761616887,29.52867416599056
-82.30645761616887,29.528557175814072
-82.30645761616887,29.528557175814072
-82.30645617506491,29.528542544039922
-82.30645190713382,29.528528474556644
-82.3064449763898,29.528515508046596
-82.30643564917746,29.528504142805485
-82.30642428393635,29.52849481559315
-82.3064113174263,29.528487884849135
-82.30639724794302,29.52848361691804
-82.30638261616888,29.528482175814073
-82.30636798439473,29.52848361691804
-82.30635391491145,29.528487884849135
-82.3063409484014,29.52849481559315
-82.30632958316029,29.528504142805485
-82.30632025594795,29.528515508046596
-82.30631332520393,29.528528474556644
-82.30630905727284,29.528542544039922
-82.30630761616887,29.527947202674646
-82.30630761616887,29.528557175814072
-82.30630761616887,29.52919534364417
-82.30630761616887,29.529833511474266
-82.30630761616887,29.53047167930436
-82.30630761616887,29.531109847134456
-82.30630761616887,29.531138041825127
-82.30630761616887,29.531138041825127
-82.3063061750649,29.531152673599276
-82.30630190713381,29.531166743082554
-82.3062949763898,29.531179709592603
-82.30628564917745,29.531191074833714
-82.30627428393635,29.53120040204605
-82.30626131742629,29.531207332790064
-82.30624724794302,29.531211600721157
-82.30623261616887,29.531213041825126
-82.30621798439472,29.531211600721157
-82.30620391491145,29.531207332790064
-82.3061909484014,29.53120040204605
-82.30617958316029,29.531191074833714
-82.30617025594795,29.531179709592603
-82.30616332520393,29.531166743082554
-82.30615905727284,29.531152673599276
-82.30615761616886,29.531509129338506
-82.30615761616886,29.531138041825127
-82.30615761616886,29.530284911119452
-82.30615761616886,29.529431780413773
-82.30615761616886,29.5285786497081
-82.30615761616886,29.52772551900242
-82.30615761616886,29.527243475810124
-82.30615761616886,29.527243475810124
-82.3061561750649,29.527228844035974
-82.30615190713381,29.527214774552696
-82.30614497638979,29.527201808042648
-82.30613564917745,29.527190442801537
-82.30612428393634,29.5271811155892
-82.30611131742629,29.527174184845187
-82.30609724794301,29.527169916914094
-82.30608261616887,29.527168475810125
-82.30606798439472,29.527169916914094
-82.30605391491144,29.527174184845187
-82.30604094840139,29.5271811155892
-82.30602958316028,29.527190442801537
-82.30602025594794,29.527201808042648
-82.30601332520392,29.527214774552696
-82.30600905727283,29.527228844035974
-82.30600761616886,29.5265397489456
-82.30600761616886,29.527243475810124
-82.30600761616886,29.52831156939138
-82.30600761616886,29.529379662972637
-82.30600761616886,29.530447756553897
-82.30600761616886,29.531515850135154
-82.30600761616886,29.531880216851885
-82.30600761616886,29.531880216851885
-82.3060061750649,29.531894848626035
-82.3060019071338,29.531908918109313
-82.30599497638978,29.53192188461936
-82.30598564917744,29.531933249860472
-82.30597428393634,29.531942577072808
-82.30596131742628,29.531949507816822
-82.30594724794301,29.531953775747915
-82.30593261616886,29.531955216851884
-82.30591798439471,29.531953775747915
-82.30590391491144,29.531949507816822
-82.30589094840138,29.531942577072808
-82.30587958316028,29.531933249860472
-82.30587025594794,29.53192188461936
-82.30586332520392,29.531908918109313
-82.30585905727283,29.531894848626035
-82.30585761616885,29.532251304365264
-82.30585761616885,29.531880216851885
-82.30585761616885,29.530597160395047
-82.30585761616885,29.52931410393821
-82.30585761616885,29.528031047481374
-82.30585761616885,29.526747991024536
-82.30585761616885,29.525836022081076
-82.30585761616885,29.525836022081076
-82.30585617506489,29.525821390306927
-82.3058519071338,29.52580732082365
-82.30584497638978,29.5257943543136
-82.30583564917744,29.52578298907249
-82.30582428393633,29.525773661860153
-82.30581131742628,29.52576673111614
-82.305797247943,29.525762463185046
-82.30578261616886,29.525761022081078
-82.3057679843947,29.525762463185046
-82.30575391491143,29.52576673111614
-82.30574094840138,29.525773661860153
-82.30572958316027,29.52578298907249
-82.30572025594793,29.5257943543136
-82.30571332520391,29.52580732082365
-82.30570905727282,29.525821390306927
-82.30570761616885,29.525604016529645
-82.30570761616885,29.525836022081076
-82.30570761616885,29.527239697150875
-82.30570761616885,29.528643372220674
-82.30570761616885,29.530047047290477
-82.30570761616885,29.531450722360276
-82.30570761616885,29.532622391878643
-82.30570761616885,29.532622391878643
-82.30570617506488,29.532637023652793
-82.3057019071338,29.53265109313607
-82.30569497638977,29.53266405964612
-82.30568564917743,29.53267542488723
-82.30567428393633,29.532684752099566
-82.30566131742627,29.53269168284358
-82.305647247943,29.532695950774674
-82.30563261616885,29.532697391878642
-82.3056179843947,29.532695950774674
-82.30560391491143,29.53269168284358
-82.30559094840137,29.532684752099566
-82.30557958316027,29.53267542488723
-82.30557025594793,29.53266405964612
-82.3055633252039,29.53265109313607
-82.30555905727282,29.532637023652793
-82.30555761616884,29.53299347939202
-82.30555761616884,29.532622391878643
-82.30555761616884,29.53112068713428
-82.30555761616884,29.529618982389913
-82.30555761616884,29.52811727764555
-82.30555761616884,29.526615572901182
-82.30555761616884,29.525484955670194
-82.30555761616884,29.525484955670194
-82.30555617506488,29.525470323896045
-82.30555190713379,29.525456254412767
-82.30554497638977,29.525443287902718
-82.30553564917743,29.525431922661607
-82.30552428393632,29.52542259544927
-82.30551131742627,29.525415664705257
-82.305497247943,29.525411396774164
-82.30548261616885,29.525409955670195
-82.3054679843947,29.525411396774164
-82.30545391491142,29.525415664705257
-82.30544094840137,29.52542259544927
-82.30542958316026,29.525431922661607
-82.30542025594792,29.525443287902718
-82.3054133252039,29.525456254412767
-82.30540905727281,29.525470323896045
-82.30540761616884,29.525365894810744
-82.30540761616884,29.525484955670194
-82.30540761616884,29.52705006936543
-82.30540761616884,29.528615183060666
-82.30540761616884,29.5301802967559
-82.30540761616884,29.531745410451137
-82.30540761616884,29.533191463286922
-82.30540761616884,29.533191463286922
-82.30540617506487,29.53320609506107
-82.30540190713378,29.53322016454435
-82.30539497638976,29.5332331310544
-82.30538564917742,29.53324449629551
-82.30537428393632,29.533253823507845
-82.30536131742626,29.53326075425186
-82.30534724794299,29.533265022182952
-82.30533261616884,29.53326646328692
-82.30531798439469,29.533265022182952
-82.30530391491142,29.53326075425186
-82.30529094840136,29.533253823507845
-82.30527958316026,29.53324449629551
-82.30527025594792,29.5332331310544
-82.3052633252039,29.53322016454435
-82.3052590572728,29.53320609506107
-82.30525761616883,29.53360994967401
-82.30525761616883,29.533191463286922
-82.30525761616883,29.53151884014238
-82.30525761616883,29.529846216997836
-82.30525761616883,29.52817359385329
-82.30525761616883,29.526500970708746
-82.30525761616883,29.52524683395129
-82.30525761616883,29.52524683395129
-82.30525617506487,29.52523220217714
-82.30525190713378,29.525218132693862
-82.30524497638976,29.525205166183813
-82.30523564917742,29.525193800942702
-82.30522428393631,29.525184473730366
-82.30521131742626,29.525177542986352
-82.30519724794298,29.52517327505526
-82.30518261616884,29.52517183395129
-82.30516798439469,29.52517327505526
-82.30515391491141,29.525177542986352
-82.30514094840136,29.525184473730366
-82.30512958316025,29.525193800942702
-82.30512025594791,29.525205166183813
-82.30511332520389,29.525218132693862
-82.3051090572728,29.52523220217714
-82.30525761616883,29.533595142547544
-82.30525761616883,29.52524683395129
-82.30525761616883,29.525290484352876
-82.30525761616883,29.525334134754463
-82.30525761616883,29.525377785156046
-82.30525761616883,29.525421435557632
-82.30510761616883,29.533813394555473
-82.30510761616883,29.533813394555473
-82.30510617506486,29.533828026329623
-82.30510190713377,29.5338420958129
-82.30509497638975,29.53385506232295
-82.30508564917741,29.53386642756406
-82.3050742839363,29.533875754776396
-82.30506131742625,29.53388268552041
-82.30504724794298,29.533886953451503
-82.30503261616883,29.533888394555472
-82.30501798439468,29.533886953451503
-82.30500391491141,29.53388268552041
-82.30499094840135,29.533875754776396
-82.30497958316025,29.53386642756406
-82.30497025594791,29.53385506232295
-82.30496332520389,29.5338420958129
-82.3049590572728,29.533828026329623
-82.30495761616882,29.534016839436937
-82.30525761616883,29.533813394555473
-82.30525761616883,29.53379139420384
-82.30525761616883,29.533769393852204
-82.30525761616883,29.533747393500573
-82.30525761616883,29.533725393148938
-82.30525761616883,29.533906837678767
-82.30525761616883,29.533906837678767
-82.30525617506487,29.533892205904618
-82.30525190713378,29.53387813642134
-82.30524497638976,29.53386516991129
-82.30523564917742,29.53385380467018
-82.30522428393631,29.533844477457844
-82.30521131742626,29.53383754671383
-82.30519724794298,29.533833278782737
-82.30518261616884,29.53383183767877
-82.30516798439469,29.533833278782737
-82.30515391491141,29.53383754671383
-82.30514094840136,29.533844477457844
-82.30512958316025,29.53385380467018
-82.30512025594791,29.53386516991129
-82.30511332520389,29.53387813642134
-82.3051090572728,29.533892205904618
-82.30510761616883,29.52512777309184
-82.30510761616883,29.533906837678767
-82.30510761616883,29.53572533992408
-82.30510761616883,29.53754384216939
-82.30510761616883,29.539362344414705
-82.30510761616883,29.541180846660016
-82.30480761616882,29.5342202843184
-82.30480761616882,29.5342202843184
-82.30480617506485,29.53423491609255
-82.30480190713376,29.53424898557583
-82.30479497638974,29.534261952085878
-82.3047856491774,29.53427331732699
-82.3047742839363,29.534282644539324
-82.30476131742624,29.53428957528334
-82.30474724794297,29.53429384321443
-82.30473261616882,29.5342952843184
-82.30471798439467,29.53429384321443
-82.3047039149114,29.53428957528334
-82.30469094840134,29.534282644539324
-82.30467958316024,29.53427331732699
-82.3046702559479,29.534261952085878
-82.30466332520388,29.53424898557583
-82.30465905727279,29.53423491609255
-82.30465761616881,29.53442372919987
-82.30510761616883,29.5342202843184
-82.30510761616883,29.53407530284006
-82.30510761616883,29.533930321361716
-82.30510761616883,29.533785339883377
-82.30510761616883,29.533640358405034
-82.30510761616883,29.53369882180816
-82.30510761616883,29.53369882180816
-82.30510617506486,29.53368419003401
-82.30510190713377,29.53367012055073
-82.30509497638975,29.533657154040682
-82.30508564917741,29.53364578879957
-82.3050742839363,29.533636461587236
-82.30506131742625,29.53362953084322
-82.30504724794298,29.53362526291213
-82.30503261616883,29.53362382180816
-82.30501798439468,29.53362526291213
-82.30500391491141,29.53362953084322
-82.30499094840135,29.533636461587236
-82.30497958316025,29.53364578879957
-82.30497025594791,29.533657154040682
-82.30496332520389,29.53367012055073
-82.3049590572728,29.53368419003401
-82.30510761616883,29.533784389375935
-82.30510761616883,29.53369882180816
-82.30510761616883,29.53386737874924
-82.30510761616883,29.53403593569032
-82.30510761616883,29.534204492631396
-82.30510761616883,29.534373049572476
-82.3045076161688,29.534627174081333
-82.3045076161688,29.534627174081333
-82.30450617506484,29.534641805855482
-82.30450190713375,29.53465587533876
-82.30449497638973,29.53466884184881
-82.3044856491774,29.53468020708992
-82.30447428393629,29.534689534302256
-82.30446131742623,29.53469646504627
-82.30444724794296,29.534700732977363
-82.30443261616881,29.534702174081332
-82.30441798439466,29.534700732977363
-82.30440391491139,29.53469646504627
-82.30439094840133,29.534689534302256
-82.30437958316023,29.53468020708992
-82.30437025594789,29.53466884184881
-82.30436332520387,29.53465587533876
-82.30435905727278,29.534641805855482
-82.3043576161688,29.534830618962797
-82.30495761616882,29.534627174081333
-82.30495761616882,29.532662792735252
-82.30495761616882,29.530698411389167
-82.30495761616882,29.528734030043086
-82.30495761616882,29.526769648697
-82.30495761616882,29.525008712232385
-82.30495761616882,29.525008712232385
-82.30495617506486,29.524994080458235
-82.30495190713377,29.524980010974957
-82.30494497638975,29.52496704446491
-82.30493564917741,29.524955679223797
-82.3049242839363,29.52494635201146
-82.30491131742625,29.524939421267447
-82.30489724794298,29.524935153336354
-82.30488261616883,29.524933712232386
-82.30486798439468,29.524935153336354
-82.3048539149114,29.524939421267447
-82.30484094840135,29.52494635201146
-82.30482958316024,29.524955679223797
-82.3048202559479,29.52496704446491
-82.30481332520388,29.524980010974957
-82.30480905727279,29.524994080458235
-82.30480761616882,29.524889651372934
-82.30480761616882,29.525008712232385
-82.30480761616882,29.525126416049247
-82.30480761616882,29.525244119866112
-82.30480761616882,29.525361823682974
-82.30480761616882,29.52547952749984
-82.3042076161688,29.524301132288617
-82.3042076161688,29.524301132288617
-82.30420617506483,29.524315764062766
-82.30420190713374,29.524329833546044
-82.30419497638972,29.524342800056093
-82.30418564917738,29.524354165297204
-82.30417428393628,29.52436349250954
-82.30416131742622,29.524370423253554
-82.30414724794295,29.524374691184647
-82.3041326161688,29.524376132288616
-82.30411798439465,29.524374691184647
-82.30410391491138,29.524370423253554
-82.30409094840132,29.52436349250954
-82.30407958316022,29.524354165297204
-82.30407025594788,29.524342800056093
-82.30406332520386,29.524329833546044
-82.30405905727277,29.524315764062766
-82.30405761616879,29.524253533968487
-82.30465761616881,29.524301132288617
-82.30465761616881,29.52419772097962
-82.30465761616881,29.52409430967062
-82.30465761616881,29.52399089836162
-82.30465761616881,29.523887487052622
-82.30465761616881,29.52477059051348
-82.30465761616881,29.52477059051348
-82.30465617506485,29.52475595873933
-82.30465190713376,29.524741889256052
-82.30464497638974,29.524728922746004
-82.3046356491774,29.524717557504893
